id,filerId,filingId,filerName,filingDate,departmentName,positionName,offices,periodStart,periodEnd,entityName,address,city,state,zip,businessType,description,natureOfInvestment,natureOfInvestment_OtherDescription,businessPosition,dateAcquired,dateDisposed,fairMarketValueScheduleA2,fairMarketValueScheduleA2AsRange,grossIncomeReceived,grossIncomeReceivedAsRange,incomeSources,realProperty_investmentType,realProperty_businessName,realProperty_parcelAddress,realProperty_descriptionOrCityOrLocation,realProperty_dateAcquired,realProperty_dateDisposed,realProperty_fairMarketValue,realProperty_fairMarketValueAsRange,realProperty_natureOfInterest,realProperty_natureOfInterest_LeaseYearsRemaining,realProperty_natureOfInterest_OtherDescription
fcbb94a58cc1419681eff270fc5bae09-5,SFO-157917,206521001,"Thaikkendiyil, Gayathri",02/19/2023 03:05:26 PM,Ethics Commission,Deputy Director,Deputy Director - Ethics Commission Executive Director - Ethics Commission,01/01/2022,01/23/2023,Aanya Hari Rathi Trust,[REDACTED],San Francisco,CA,94107,Trust,,Unset,,,,,,Unset,250,$0 - $499,,Investment,Alphabet,[REDACTED],Technology company,,12/30/2022,10000,"$10,001 - $100,000",Stock,,
fcbb94a58cc1419681eff270fc5bae09-6,SFO-157917,206521001,"Thaikkendiyil, Gayathri",02/19/2023 03:05:26 PM,Ethics Commission,Deputy Director,Deputy Director - Ethics Commission Executive Director - Ethics Commission,01/01/2022,01/23/2023,Aanya Hari Rathi Trust,[REDACTED],San Francisco,CA,94107,Trust,,Unset,,,,,,Unset,250,$0 - $499,,Investment,Netflix,[REDACTED],Technology /Entertainment company,,03/30/2022,10000,"$10,001 - $100,000",Stock,,
baf69d07f94e4a31b7df1720f8a75adf,SFO-160192,206508491,"Yu-Lee, Tiffany",02/17/2023 11:40:58 AM,Public Health Department of,Manager II,Manager II - Public Health Department of,01/01/2022,12/31/2022,Bright Mountains Living Trust,[REDACTED],Hercules,CA,94547,Trust,,Unset,,,,,,Unset,250,$0 - $499,,,,,,,,,,,,
eb2f0339cf3f4d24a079b43a10b05b46,SFO-157636,206493453,"Rems, Jacob",02/16/2023 01:24:52 PM,Public Works Department of,Bureau of Street Use and Mapping (BSM)--Chief Surveyor,Bureau of Street Use and Mapping (BSM)--Chief Surveyor - Public Works Department of,01/01/2022,12/31/2022,Wattles Publications,[REDACTED],Tustin,CA,92781,Business Entity,Publisher of Technical Text and Reference Books.,Sole Proprietorship,,Publisher,,,10000,"$10,001 - $100,000",500,"$500 - $1,000",,,,,,,,,,,,
bca41d0ab1224045a3bd43c98cb2d0f3,SFO-155806,206492727,"Lu, Yiying",02/16/2023 12:47:20 PM,Arts Commission,Commissioner,Commissioner - Arts Commission,01/01/2022,12/31/2022,YIYING LU,[REDACTED],SAN FRANCISCO,CA,94103,Business Entity,"Art, Branding, Design & Public Speaking",Sole Proprietorship,,Yiying Lu LLC,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",Linkedin|SOSV|US ASIA Institute|Action Factory|Anthropocene Institute |Speedlancer,,,,,,,,,,,
9d3eb9598b4f419caa0e3bd8871c8cf4,SFO-157992,206490637,"Vintero, Eric",02/16/2023 11:13:53 AM,Police Department,Captains,Commander - Police Department,01/01/2022,12/31/2022,Vintero Trust,[REDACTED],pacifica,ca,94044,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",City and county of SF,,,,,,,,,,,
504f5982d809420b9bb3ac6ecab91802,SFO-161514,206477226,"Frierson, Breinna",02/15/2023 02:48:06 PM,Mayor Office of the,Mayor's Office of Housing and Community Development--Mayoral Staff,Mayor's Office of Housing and Community Development--Mayoral Staff - Mayor Office of the,08/23/2022,12/31/2022,All Things Bee Bee LLC,[REDACTED],san Francisco,CA,94134,Business Entity,Sells chocolate covered sweets,Sole Proprietorship,,Owner,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
34efea2a5e0a43f7ba021b341f1caa11,SFO-159304,206477142,"Shagdarguntev, Batchimeg",02/15/2023 02:46:11 PM,"Public Utilities Commission,Treasurer/Tax Collector Office of the","Public Utilities Commission, Boards and Administration--Senior Administrative An","Public Utilities Commission, Boards and Administration--Senior Administrative Analyst - Public Utilities Commission",01/01/2022,12/31/2022,SHL FAMILY LLC,[REDACTED],San Francisco,CA,94104,Business Entity,retail and management,Sole Proprietorship,,,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
1d2eea8198d746e9bde0dff95ea81a16,SFO-159304,206477142,"Shagdarguntev, Batchimeg",02/15/2023 02:46:11 PM,"Public Utilities Commission,Treasurer/Tax Collector Office of the","Public Utilities Commission, Boards and Administration--Senior Administrative An","Public Utilities Commission, Boards and Administration--Senior Administrative Analyst - Public Utilities Commission",01/01/2022,12/31/2022,Immigration Consultant,[REDACTED],San Francisco ,CA,94104,Business Entity,immigration consultant and interpretation,Sole Proprietorship,,,,,1000,"$0 - $1,999",250,$0 - $499,,,,,,,,,,,,
86cc4dc951554ed6ba3e3d08f9624944,SFO-160829,206474886,"Murphy, Susan",02/15/2023 01:48:51 PM,Public Utilities Commission,"Public Utilities Commission, Boards and Administration--Southeast Community Faci","Public Utilities Commission, Boards and Administration--Southeast Community Facility Commissioner - Public Utilities Commission",01/01/2022,12/31/2022,Murphys Management,[REDACTED],San Francisco,CA,94124,Business Entity,Project Management,Sole Proprietorship,,Owner,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",Hellman Foundation,,,,,,,,,,,
e88010ebe72d4861a36416e3fd99755b,SFO-160171,206468164,"Wong-Agee, Cameo",02/15/2023 11:03:27 AM,Public Health Department of,Senior Behavioral Health Clinician,Senior Behavioral Health Clinician - Public Health Department of,01/01/2022,12/31/2022,"Cameo Wong, LMFT, LPCC",[REDACTED],San Francisco,CA,94124,Business Entity,private practice for mental health therapy services,Sole Proprietorship,,,,,1000,"$0 - $1,999",1000,"$1,001 - $10,000",private practice,,,,,,,,,,,
292c60097b984ae4b350789fd35a25b6-1,SFO-157819,206457739,"Spaulding, Catherine",02/14/2023 05:18:09 PM,Public Utilities Commission,Infrastructure Bureau--Manager VI,"Deputy Assistant General Manager, Power - Public Utilities Commission",01/01/2022,12/31/2022,Catherine Spaulding,[REDACTED],San Francisco,CA,94121,Business Entity,short term rental business via AirBnb,Sole Proprietorship,,sole proprietor,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",,Real Property,258 27th Avenue San Francisco,[REDACTED],258 27th Avenue San Francisco,,,100000,"$100,001 - $1,000,000",Property Ownership/Deed of Trust,,
2383b4f882eb4ec691bbb8d14aa52695-1,SFO-157819,206457739,"Spaulding, Catherine",02/14/2023 05:18:09 PM,Public Utilities Commission,Infrastructure Bureau--Manager VI,"Deputy Assistant General Manager, Power - Public Utilities Commission",01/01/2022,12/31/2022,Body Luminous,[REDACTED],San Francisco,CA,94121,Business Entity,massage therapy,Sole Proprietorship,,"none, spouse is sole proprietor",,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",,Real Property,260 27th Avenue San Francisco,[REDACTED],260 27th Avenue San Francisco,,,100000,"$100,001 - $1,000,000",Property Ownership/Deed of Trust,,
449eb56652b947c19a7a424b264b2611,SFO-155287,206452123,"Spears, Janet",02/14/2023 02:03:46 PM,Aging & Adult Services Commission,Commissioner,Commissioner - Aging & Adult Services Commission,01/01/2022,12/31/2022,AXIM Inc.,[REDACTED],Cambridge ,MA,02138,Business Entity,Information Technology ,Other,Consulting Services ,,10/15/2022,,1000000,"Over $1,000,000",1000,"$1,001 - $10,000",Consulting Services |Spouse Income,,,,,,,,,,,
fcbe62e7a1ef44398519fbf7ac8a3b5a-1,SFO-161368,206415595,"Woo, Joseph",02/13/2023 12:54:21 PM,Health Authority,Governing Board Member,Governing Board Member - Health Authority,05/05/2022,12/31/2022,Woo Limited Partnership,[REDACTED],San Francisco,Ca,94133,Trust,,Unset,,,,,,Unset,100000,"Over $100,000",,Real Property,211-241 Columbus Av,[REDACTED],211-241 Columbus Av,,,1000000,"Over $1,000,000",Partnership,,
7771cd56d17846e29ef5c6d270ccec53,SFO-156814,206398252,"Hsieh, Frances",02/12/2023 01:57:42 PM,Board of Supervisors,Legislative Assistant,Legislative Assistant - Board of Supervisors,01/01/2022,12/31/2022,"The Hsieh Davila-Lopez Family Trust dated March 12, 2021",[REDACTED],Palo Alto,CA,94303,Trust,,Unset,,,,,,Unset,250,$0 - $499,,,,,,,,,,,,
415bbd86e7b9425383dcb8c9a4e57551,SFO-156493,206398216,"Dziedzic, Craig",02/12/2023 12:47:14 PM,Emergency Management Department of,UASI General Manager,UASI General Manager - Emergency Management Department of,01/01/2022,12/31/2022,PB Global LLC,[REDACTED],San Francisco,CA,94117,Business Entity,Agriculture,Other,LLC,Member,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",Aonair Vineyards,,,,,,,,,,,
a6325684c349441abfdc0b9946a7a058,SFO-156493,206398216,"Dziedzic, Craig",02/12/2023 12:47:14 PM,Emergency Management Department of,UASI General Manager,UASI General Manager - Emergency Management Department of,01/01/2022,12/31/2022,PB Strategies LLC,[REDACTED],San Francisco,CA,94117,Business Entity,Consulting,Other,LLC,Spouse,,,2000,"$2,000 - $10,000",10000,"$10,001 - $100,000",,,,,,,,,,,,
6a68a6db340946bf9da7933f2fd02202,SFO-155492,206397952,"Leale, Ettore",02/12/2023 11:53:55 AM,Revenue Bond Oversight Committee,Member,Member - Revenue Bond Oversight Committee,01/01/2022,12/31/2022,Pocket Rocket LLC,[REDACTED],Palo Alto,CA,94303,Business Entity,Aviation Services,Sole Proprietorship,,,,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000",West Valley Flying Club Inc.,,,,,,,,,,,
2e7db183980f4a91ad890c95ed79e50f,SFO-155492,206397952,"Leale, Ettore",02/12/2023 11:53:55 AM,Revenue Bond Oversight Committee,Member,Member - Revenue Bond Oversight Committee,01/01/2022,12/31/2022,Perlan Ventures LLC,[REDACTED],Menlo Park,CA,94025,Business Entity,Consulting,Sole Proprietorship,,,,,10000,"$10,001 - $100,000",500,"$500 - $1,000",,,,,,,,,,,,
74a5ea05188c415e911eb38b1bdfec12-1,SFO-156906,206381919,"Jung, Myron",02/10/2023 09:42:59 AM,Assessor-Recorder,Principal Tax Auditor-Appraiser,Principal Tax Auditor-Appraiser - Assessor-Recorder,01/01/2022,12/31/2022,2475 San Bruno Ave LLC,[REDACTED],San Francisco,CA,94114,Business Entity,Partnership for Real Estate,Partnership,,Partner,,,100000,"$100,001 - $1,000,000",10000,"$10,001 - $100,000",Freddy Lin Wong|Heather Edwards-Azucar|Flor M. Macaluso,Real Property,5437/039,[REDACTED],San Francisco,,,100000,"$100,001 - $1,000,000",Property Ownership/Deed of Trust,,
e948348f71174c338993de0bfd22b54c,SFO-161211,206381590,"Singh, Cara",02/10/2023 09:32:00 AM,Building Inspection Department of,Permit Technician I,Permit Technician I - Building Inspection Department of,05/03/2022,01/06/2023,Nexign Ventures Inc,[REDACTED],San Francisco,CA,94112,Business Entity,Residential building operations,Sole Proprietorship,,,,,10000,"$10,001 - $100,000",250,$0 - $499,,,,,,,,,,,,
868d612267ba4be5a32d0cb2b9aa3efc-1,SFO-153002,206377126,"Nibbi, Robert",02/09/2023 05:38:00 PM,Workforce Investment Board,Board Member,Board Member - Workforce Investment Board,01/01/2022,01/31/2023,"Nibbi Brothers Associates, Inc.",[REDACTED],San Francisco,CA,94103,Business Entity,Construction,Other,Corporation,President & CEO,,,1000000,"Over $1,000,000",100000,"Over $100,000",MidPen Housing|BRIDGE|McCormack Baron Salazar|Mercy Housing|Related Companies|TNDC|SAHA|RCD|UCSF|Hensel Phelps|Clinic by the Bay|Alta Housing|Burbank Housing|Tishman Speyer,Investment,"1000 Brannan Street, San Francisco",[REDACTED],Lease of office space for company operations,,,1000000,"Over $1,000,000",Leasehold,Five,
c3c90a052f3f481f825d9ef152f790b8,SFO-152111,206375588,"Rubin, Jon",02/09/2023 04:42:56 PM,Film Commission,Commissioner,Commissioner - Film Commission,01/01/2022,12/31/2022,Schwab SEP IRA,[REDACTED],San Francisco,CA,94111,Business Entity,Schwab SEP IRA,Other,Ret. investment fund,,,,100000,"$100,001 - $1,000,000",1000,"$1,001 - $10,000",,,,,,,,,,,,
f4280f937c724718a506aab0183b987e,SFO-152111,206375588,"Rubin, Jon",02/09/2023 04:42:56 PM,Film Commission,Commissioner,Commissioner - Film Commission,01/01/2022,12/31/2022,Schwab IRA,[REDACTED],San Francisco,CA,94111,Business Entity,IRA,Other,Retirement Fund,,,,10000,"$10,001 - $100,000",1000,"$1,001 - $10,000",,,,,,,,,,,,
07f2f4a45bdd41da838dc22a9ecc96c9-2,SFO-1352,206374872,"Martinez, Anita",02/09/2023 04:36:35 PM,Community College District,Member of the Board of Trustees,Member of the Board of Trustees - Community College District,01/12/2022,01/12/2023,Rodelo Marital Trust 1994,[REDACTED],San Francisco,CA,94114,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000","890 Douglass Street, San Francisco, Ca 94113|60 Keystone Way, San Francisco, CA 94127",Real Property,"60 Keystone Way
San Francisco, CA 94127",[REDACTED],"San Francisco, CA ",,,100000,"$100,001 - $1,000,000",Property Ownership/Deed of Trust,,
07f2f4a45bdd41da838dc22a9ecc96c9-1,SFO-1352,206374872,"Martinez, Anita",02/09/2023 04:36:35 PM,Community College District,Member of the Board of Trustees,Member of the Board of Trustees - Community College District,01/12/2022,01/12/2023,Rodelo Marital Trust 1994,[REDACTED],San Francisco,CA,94114,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000","890 Douglass Street, San Francisco, Ca 94113|60 Keystone Way, San Francisco, CA 94127",Real Property,"890 Douglass
San Francisco, CA 94114",[REDACTED],"San Francisco, CA",,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
8de6aaf3d12841f5891e9fa1087aa9ae-1,SFO-162027,206372173,"Alderman, Wilton",02/09/2023 03:08:58 PM,City Administrator's Office (GSA),Office of Contract Administration--Principal Administrative Analyst II,Office of Contract Administration--Principal Administrative Analyst II - City Administrator's Office (GSA),12/01/2021,12/01/2022,Wilton Mathieu Alderman Revocable Living Trust,[REDACTED],Oakley,CA,94561,Trust,,Unset,,,,,,Unset,250,$0 - $499,,Real Property,"637 Poplar Ct Oakley, CA 94561",[REDACTED],Oakley CA 94561 - ,,,100000,"$100,001 - $1,000,000",Property Ownership/Deed of Trust,,
1a6243f781d24a2698770ef0895e25bb-1,SFO-161979,206346003,"Quintal, Justin",02/08/2023 11:33:02 AM,Public Health Department of,Supervising Pharmacist,Supervising Pharmacist - Public Health Department of,04/03/2022,12/31/2022,JL Quintessential Capital LLC,[REDACTED],San Francisco,Ca,94118,Business Entity,Property,Sole Proprietorship,,,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",Rents,Real Property,34 Blake Street,[REDACTED],"San Francisco, Ca 94118",,,10000,"$10,001 - $100,000",Property Ownership/Deed of Trust,,
a6a0ac404cda4371a4b2bf5e92994d05-1,SFO-161979,206345770,"Quintal, Justin",02/08/2023 11:27:59 AM,Public Health Department of,Supervising Pharmacist,Supervising Pharmacist - Public Health Department of,04/02/2021,04/02/2022,JL Quintessential Capital LLC,[REDACTED],San Francisco,Ca,94118,Business Entity,Property,Sole Proprietorship,,,,,10000,"$10,001 - $100,000",10000,"$10,001 - $100,000",Rents,Real Property,34 Blake Street,[REDACTED],"San Francisco, Ca 94118",,,10000,"$10,001 - $100,000",Property Ownership/Deed of Trust,,
ef5547219de9465d9ca5a612ff17fe17,SFO-157879,206343528,"Tam, Richard",02/08/2023 10:32:12 AM,Building Inspection Department of,Building Plans Engineer,"Civil Engineer - Building Inspection Department, Plan Review Services Division",01/01/2022,12/31/2022,Tao's Dental Care,[REDACTED],San Mateo,CA,94403,Business Entity,Dental Office,Other,S-Corporation,Spouse: Principal,,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",Fee from All Dental Insurance Companies,,,,,,,,,,,
0c3dccea2e004fa18a7059f0a479bb0e,SFO-161912,206337167,"Finn, Franco",02/08/2023 01:05:11 AM,Film Commission,Commissioner,Commissioner - Film Commission,01/05/2022,01/05/2023,"Franco Finn Productions, LLC",[REDACTED],San Francisco,CA,94122,Business Entity,Freelance & Professional Auctioneer Services,Sole Proprietorship,,Owner ,01/01/2021,,100000,"$100,001 - $1,000,000",100000,"Over $100,000",Creative West - Cal Alumni Association |Oakland Education Fund|CuriOdyssey,,,,,,,,,,,
e2d42d2e168a4a269dbcfca9e7c6647c-9,SFO-153421,206336874,"Lee, John M.",02/08/2023 12:01:18 AM,Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2022,12/31/2022,John M Lee and Lily T Lee Revocable Trust,[REDACTED],San Francisco,CA,94109,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000",Matthew Schlachtman|Alice Sun|SF Housing Authority|James Gutierrez|Daniel Figueroa|Rosa Espinoza|Marta Espinoza Alas|Jore Avalos|Logan Jandreau|Visakha Hoang|Travis Jenkins|John Cavaliere|Elena Tambriz|Juan Ambrocio|Manuel Tambriz|Abrianna Lopez|Elijah Pena|Jake Gibson|Jayda San Gabriel|Tommaso Lillo|Jake Larratt|Ryan Willett|John Lucier|Christina Kwan|Guillaume Bardot|Malek Jelassi|Tahoe Kim|Ivan Regalado|Marisol Reyes|Emily Bass|Alexander Breakstone|Keleigh Hoffman|Sal Elkhatib|Teresa Regalia|Xiomara Melgar|Rafael Ruiz|Eric Huang|Hind Nijem|Jackson Crosser|Andrea Rodriguez|Christian Cortes|Venkatesan Padmanabhan,Real Property,1540-019,[REDACTED],Rental Property,03/24/2022,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
e2d42d2e168a4a269dbcfca9e7c6647c-7,SFO-153421,206336874,"Lee, John M.",02/08/2023 12:01:18 AM,Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2022,12/31/2022,John M Lee and Lily T Lee Revocable Trust,[REDACTED],San Francisco,CA,94109,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000",Matthew Schlachtman|Alice Sun|SF Housing Authority|James Gutierrez|Daniel Figueroa|Rosa Espinoza|Marta Espinoza Alas|Jore Avalos|Logan Jandreau|Visakha Hoang|Travis Jenkins|John Cavaliere|Elena Tambriz|Juan Ambrocio|Manuel Tambriz|Abrianna Lopez|Elijah Pena|Jake Gibson|Jayda San Gabriel|Tommaso Lillo|Jake Larratt|Ryan Willett|John Lucier|Christina Kwan|Guillaume Bardot|Malek Jelassi|Tahoe Kim|Ivan Regalado|Marisol Reyes|Emily Bass|Alexander Breakstone|Keleigh Hoffman|Sal Elkhatib|Teresa Regalia|Xiomara Melgar|Rafael Ruiz|Eric Huang|Hind Nijem|Jackson Crosser|Andrea Rodriguez|Christian Cortes|Venkatesan Padmanabhan,Real Property,3476-014,[REDACTED],Rental Property,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
e2d42d2e168a4a269dbcfca9e7c6647c-6,SFO-153421,206336874,"Lee, John M.",02/08/2023 12:01:18 AM,Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2022,12/31/2022,John M Lee and Lily T Lee Revocable Trust,[REDACTED],San Francisco,CA,94109,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000",Matthew Schlachtman|Alice Sun|SF Housing Authority|James Gutierrez|Daniel Figueroa|Rosa Espinoza|Marta Espinoza Alas|Jore Avalos|Logan Jandreau|Visakha Hoang|Travis Jenkins|John Cavaliere|Elena Tambriz|Juan Ambrocio|Manuel Tambriz|Abrianna Lopez|Elijah Pena|Jake Gibson|Jayda San Gabriel|Tommaso Lillo|Jake Larratt|Ryan Willett|John Lucier|Christina Kwan|Guillaume Bardot|Malek Jelassi|Tahoe Kim|Ivan Regalado|Marisol Reyes|Emily Bass|Alexander Breakstone|Keleigh Hoffman|Sal Elkhatib|Teresa Regalia|Xiomara Melgar|Rafael Ruiz|Eric Huang|Hind Nijem|Jackson Crosser|Andrea Rodriguez|Christian Cortes|Venkatesan Padmanabhan,Real Property,2821-023,[REDACTED],Rental Property,,,1000000,"Over $1,000,000",Property Ownership/Deed of Trust,,
e2d42d2e168a4a269dbcfca9e7c6647c-5,SFO-153421,206336874,"Lee, John M.",02/08/2023 12:01:18 AM,Assessment Appeals Board,Member,Member - Assessment Appeals Board,01/01/2022,12/31/2022,John M Lee and Lily T Lee Revocable Trust,[REDACTED],San Francisco,CA,94109,Trust,,Unset,,,,,,Unset,10000,"$10,001 - $100,000",Matthew Schlachtman|Alice Sun|SF Housing Authority|James Gutierrez|Daniel Figueroa|Rosa Espinoza|Marta Espinoza Alas|Jore Avalos|Logan Jandreau|Visakha Hoang|Travis Jenkins|John Cavaliere|Elena Tambriz|Juan Ambrocio|Manuel Tambriz|Abrianna Lopez|Elijah Pena|Jake Gibson|Jayda San Gabriel|Tommaso Lillo|Jake Larratt|Ryan Willett|John Lucier|Christina Kwan|Guillaume Bardot|Malek Jelassi|Tahoe Kim|Ivan Regalado|Marisol Reyes|Emily Bass|Alexander Breakstone|Keleigh Hoffman|Sal Elkhatib|Teresa Regalia|Xiomara Melgar|Rafael Ruiz|Eric Huang|Hind Nijem|Jackson Crosser|Andrea Rodriguez|Christian Cortes|Venkatesan Padmanabhan,Real Property,3609-045,[REDACTED],Rental Property,,,100000,"$100,001 - $1,000,000",Property Ownership/Deed of Trust,,
